PAPEL	COTAÇÃO	P/L	P/VP	PSR	DIV.YIELD	P/ATIVO	P/CAP.GIRO	P/EBIT	P/ATIV CIRC.LIQ	EV/EBIT	EV/EBITDA	MRG EBIT	MRG. LÍQ.	LIQ. CORR.	ROIC	ROE	LIQ.2MESES	PATRIM. LÍQ	DÍV.LÍQ/ PATRIM.	CRESC. REC.5A	DÍVIDA LÍQUIDA/EBITDA	VALOR DE MERCADO
BEES4	8,81	7,09	1,18	0,000	7,31%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	16,65%	26.475	2.357.210.000	0,00	11,63%	""	2.783.190.000
VIVA3	19,71	7,13	1,86	1,806	1,89%	1,089	2,61	7,68	4,63	7,87	6,27	23,51%	25,35%	2,79	16,75%	26,17%	103.826.000	2.496.940.000	0,16	24,61%	0,15	4.655.460.000
LEVE3	28,66	7,18	5,06	0,852	8,24%	1,081	6,51	4,76	-5,93	5,64	4,99	17,89%	11,87%	1,38	36,21%	70,45%	8.133.080	768.444.000	1,39	15,76%	0,77	3.884.550.000
EPAR4	3,30	7,22	0,89	2,012	0,00%	0,711	6,94	-4,48	-8,02	-3,98	-4,61	-44,96%	27,86%	15,81	-17,25%	12,28%	0	55.289.000	0,00	-48,17%	0,57	49.041.300
SOND6	43,00	7,22	1,60	0,534	11,73%	0,911	3,11	4,19	5,94	2,96	2,46	12,74%	7,53%	2,00	31,46%	22,20%	706	65.923.000	0,05	34,09%	-1,03	105.694.000
RSUL4	70,00	7,24	1,80	1,116	3,04%	1,076	3,06	4,80	7,49	4,33	4,03	23,25%	15,43%	2,80	27,65%	24,90%	63.285	235.827.000	0,07	14,92%	-0,44	425.049.000
JSLG3	5,24	7,24	0,85	0,166	8,03%	0,120	0,93	1,43	-0,25	7,24	4,58	11,57%	2,29%	1,54	10,33%	11,71%	2.949.370	1.770.360.000	4,58	33,59%	3,67	1.500.900.000
SBSP3	102,35	7,30	1,89	1,935	1,41%	0,864	-51,31	4,44	-2,09	5,70	4,87	43,59%	26,50%	0,89	21,06%	25,94%	319.435.000	36.928.100.000	0,68	18,39%	1,08	69.957.200.000
SANB3	12,71	7,31	1,06	0,000	6,03%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	14,47%	1.405.530	90.105.000.000	0,00	-2,12%	""	95.306.300.000
EGIE3	38,40	7,32	2,78	2,793	6,95%	0,625	-419,79	5,60	-1,02	9,11	7,65	49,90%	38,35%	0,99	12,43%	37,98%	57.762.700	11.266.700.000	2,10	-3,26%	2,95	31.331.600.000
BRBI11	13,56	7,35	1,77	3,903	14,82%	0,095	2,19	59,49	2,19	10,11	7,70	6,56%	53,09%	1,05	14,53%	24,07%	3.217.400	804.590.000	17,02	-20,83%	-37,59	1.423.740.000
ROMI3	9,00	7,36	0,68	0,687	9,67%	0,329	1,03	9,93	3,24	15,78	9,18	6,92%	9,42%	2,07	4,07%	9,28%	1.111.000	1.226.740.000	0,70	3,38%	3,40	838.539.000
MRSA3B	31,00	7,40	1,40	1,491	0,00%	0,508	5,28	4,19	-1,35	5,80	4,12	35,60%	20,15%	1,58	16,00%	18,96%	3.676	7.465.940.000	1,09	18,65%	1,14	10.477.300.000
MRSA3B	31,00	7,40	1,40	1,491	0,00%	0,508	5,28	4,19	-1,35	5,80	4,12	35,60%	20,15%	1,58	16,00%	18,96%	3.676	7.465.940.000	1,09	18,65%	1,14	10.477.300.000
CMIN3	6,11	7,40	3,26	2,032	12,73%	0,921	3,26	7,05	-4,04	5,99	4,82	28,80%	27,45%	2,36	24,85%	44,09%	40.051.200	10.269.100.000	0,99	3,56%	-0,86	33.515.400.000
HBRE3	3,42	7,41	0,17	2,165	0,00%	0,069	1,88	1,25	-0,21	6,10	6,00	173,69%	83,15%	1,64	5,74%	2,30%	1.121.340	2.068.680.000	0,74	22,72%	4,78	352.906.000
GGBR4	16,61	7,47	0,59	0,509	4,94%	0,393	1,56	4,85	8,46	5,61	3,88	10,50%	6,86%	3,01	9,66%	7,88%	190.805.000	57.948.800.000	0,24	7,49%	0,53	34.095.600.000
CEBR3	18,20	7,53	1,23	3,744	8,58%	0,884	1,81	11,16	1,96	5,13	4,80	33,54%	64,37%	7,28	15,80%	16,35%	35.210	1.065.390.000	0,00	6,84%	-5,63	1.311.890.000
GETT4	2,40	7,55	1,24	1,336	0,00%	0,081	3,13	6,04	3,36	6,86	4,78	22,13%	17,66%	1,03	1,36%	16,41%	0	3.618.060.000	0,34	0,00%	0,57	4.480.130.000
GETT3	2,40	7,55	1,24	1,336	0,00%	0,081	3,13	6,04	3,36	6,86	4,78	22,13%	17,66%	1,03	1,36%	16,41%	0	3.618.060.000	0,34	0,00%	0,57	4.480.130.000
CEBR5	18,24	7,55	1,23	3,753	8,56%	0,886	1,81	11,19	1,96	5,16	4,82	33,54%	64,37%	7,28	15,80%	16,35%	73.072	1.065.390.000	0,00	6,84%	-5,63	1.314.780.000
MTRE3	3,51	7,55	0,37	0,315	12,30%	0,169	0,39	4,20	0,68	8,61	6,62	7,49%	5,90%	2,27	4,71%	4,93%	1.864.190	997.920.000	0,63	29,51%	3,39	371.270.000
CEAB3	11,08	7,55	1,03	0,447	3,11%	0,340	2,99	3,66	-1,95	3,58	2,60	12,23%	5,93%	1,30	14,97%	13,68%	38.134.100	3.308.480.000	0,45	16,37%	-0,06	3.415.350.000
PFRM3	6,99	7,55	0,66	0,085	8,23%	0,154	0,84	2,91	-83,83	4,82	3,07	2,93%	1,21%	1,34	9,67%	8,79%	1.560.920	1.303.100.000	0,61	16,57%	1,22	865.453.000
ARML3	3,72	7,57	1,02	0,730	8,54%	0,278	1,78	2,46	-0,66	5,98	4,30	29,62%	9,95%	2,13	14,69%	13,52%	6.059.640	1.258.630.000	1,97	96,97%	2,53	1.288.960.000
WLMM3	27,00	7,60	1,27	0,315	4,67%	0,749	2,08	5,44	3,62	7,03	6,80	5,78%	4,14%	2,40	15,11%	16,73%	465	773.222.000	0,48	28,95%	1,53	983.196.000
EEEL4	410,00	7,62	1,39	1,904	0,00%	0,503	10,82	4,04	-1,12	7,16	7,12	47,18%	25,07%	1,32	13,26%	18,28%	0	2.825.080.000	1,19	12,23%	3,11	3.932.720.000
DPPI4	38,90	7,62	2,28	-0,665	0,00%	1,718	3,98	87,28	4,46	73,74	73,74	-0,76%	-5,04%	3,14	3,00%	29,97%	0	545.227.000	0,06	15,14%	-13,54	1.244.800.000
CCTU4	37,28	7,65	0,92	0,307	0,00%	0,405	2,29	14,56	-28,32	21,77	21,77	2,10%	4,00%	1,48	2,96%	12,07%	0	82.550.000	0,48	12,54%	7,20	76.274.900
SANB11	26,70	7,68	1,11	0,000	6,03%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	14,47%	71.202.800	90.105.000.000	0,00	-2,12%	""	100.105.000.000
VULC3	15,90	7,69	2,08	1,437	7,99%	1,464	3,00	7,99	3,52	8,04	6,74	17,98%	18,69%	3,18	21,16%	27,01%	10.556.100	2.109.980.000	0,16	26,00%	0,04	4.381.020.000
CSUD3	16,77	7,69	1,47	1,235	5,54%	1,007	19,26	5,60	-39,78	5,39	3,61	22,07%	16,06%	1,22	22,60%	19,11%	833.327	477.140.000	0,15	4,76%	-0,14	700.986.000
SHUL4	5,55	7,77	1,39	1,019	7,48%	0,762	1,79	10,06	4,45	9,76	7,22	10,14%	13,11%	3,16	12,00%	17,93%	1.567.280	1.424.150.000	0,53	14,49%	-0,22	1.983.430.000
FIQE3	3,75	7,78	1,13	1,324	6,80%	0,595	6,34	5,43	-3,26	5,83	2,98	24,40%	17,02%	1,47	14,05%	14,57%	1.394.090	1.197.860.000	0,46	37,85%	0,21	1.357.690.000
FIGE4	38,01	7,81	0,52	0,000	0,13%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	6,70%	0	171.597.000	0,00	18,58%	""	89.855.600
EEEL3	421,01	7,82	1,43	1,955	0,00%	0,516	11,11	4,14	-1,15	7,27	7,23	47,18%	25,07%	1,32	13,26%	18,28%	0	2.825.080.000	1,19	12,23%	3,11	4.038.330.000
BPAC5	8,02	7,83	1,61	0,000	3,57%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	20,52%	61.188	57.466.500.000	0,00	15,69%	""	92.279.100.000
EQPA5	7,01	7,84	3,10	1,426	10,83%	0,869	6,34	5,27	-2,58	6,65	5,81	27,07%	18,19%	1,56	22,72%	39,61%	1.324	4.988.500.000	1,54	15,89%	1,21	15.485.600.000
FESA4	7,27	7,84	0,77	1,148	7,24%	0,585	2,35	11,09	3,68	9,25	4,42	10,35%	14,65%	2,68	6,78%	9,81%	3.029.080	3.339.260.000	0,13	6,84%	-0,88	2.567.580.000
ETER3	4,93	7,86	0,38	0,262	2,55%	0,233	1,23	8,63	8,16	11,75	4,79	3,04%	3,34%	1,86	2,93%	4,81%	392.789	806.063.000	0,16	11,26%	1,27	304.561.000
INTB3	12,70	7,87	1,41	0,875	3,63%	0,747	1,82	7,45	2,82	7,55	6,42	11,74%	11,11%	2,27	16,13%	17,98%	30.227.500	2.941.910.000	0,32	20,77%	0,08	4.160.660.000
MILS3	9,60	7,89	1,56	1,427	5,85%	0,581	2,79	4,29	-2,34	6,39	4,42	33,29%	18,10%	2,23	18,00%	19,71%	7.349.770	1.445.280.000	1,31	33,57%	1,45	2.248.110.000
SOND3	47,00	7,90	1,75	0,584	9,76%	0,995	3,40	4,58	6,49	3,35	2,79	12,74%	7,53%	2,00	31,46%	22,20%	0	65.923.000	0,05	34,09%	-1,03	115.526.000
PATI3	28,00	7,92	0,87	0,318	22,98%	0,414	0,99	5,78	1,88	5,98	5,31	5,49%	4,01%	2,28	13,64%	11,01%	7.017	769.144.000	0,63	4,27%	0,17	670.096.000
ITUB3	27,71	8,01	1,48	0,000	8,62%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	18,46%	24.736.400	202.142.000.000	0,00	100,00%	""	298.840.000.000
OMGE3	27,57	8,07	1,08	1,466	0,00%	0,414	3,80	5,20	-1,03	10,11	6,83	28,19%	18,17%	2,03	8,95%	13,33%	0	5.133.470.000	1,25	46,23%	3,32	5.521.550.000
WSON33	67,00	8,07	0,98	1,067	0,00%	0,400	13,41	2,42	-0,89	5,08	5,08	44,14%	13,58%	1,26	18,36%	12,17%	0	2.148.530.000	1,21	5,23%	2,66	2.110.500.000
SANB4	14,04	8,08	1,17	0,000	6,01%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	14,47%	1.445.600	90.105.000.000	0,00	-2,12%	""	105.279.000.000
CESP5	25,00	8,09	1,10	5,931	0,00%	0,601	5,80	27,58	-2,01	34,42	14,72	21,51%	73,33%	3,12	2,53%	13,58%	0	7.939.080.000	0,51	-4,45%	2,93	8.717.770.000
CMET4	3,91	8,10	5,38	3,068	0,00%	3,136	9,47	5,72	27,20	5,34	5,34	53,63%	43,03%	2,64	81,40%	66,40%	0	2.847.970.000	0,18	30,18%	-0,38	15.326.200.000
RDTR3	6,30	8,11	1,37	0,000	0,00%	1,320	0,00	-1.919,75	0,00	-1.897,05	-219,41	0,00%	0,00%	0,00	0,00%	16,95%	0	497.092.000	0,00	0,00%	2,62	683.430.000
UCAS3	1,53	8,12	0,53	0,446	11,87%	0,276	3,14	48,19	-1,50	79,14	10,17	0,93%	5,49%	1,43	0,65%	6,47%	84.269	192.382.000	0,52	8,37%	3,97	101.112.000
CPFE3	38,50	8,13	2,14	1,041	7,15%	0,575	-54,17	4,03	-1,14	6,33	5,36	25,80%	13,52%	0,95	15,78%	26,33%	90.623.400	20.731.800.000	1,39	6,79%	1,95	44.361.800.000
CESP6	25,25	8,17	1,11	5,990	0,00%	0,608	5,86	27,85	-2,03	34,70	14,84	21,51%	73,33%	3,12	2,53%	13,58%	0	7.939.080.000	0,51	-4,45%	2,93	8.804.950.000
UGPA3	17,37	8,20	1,28	0,145	4,03%	0,490	3,49	3,65	-2,52	5,75	4,68	3,98%	1,89%	1,53	17,48%	15,59%	119.550.000	15.158.700.000	1,04	11,99%	1,71	19.376.400.000
VALE3	57,19	8,22	1,26	1,260	8,32%	0,523	107,22	3,64	-1,30	4,55	3,70	34,61%	14,77%	1,03	16,24%	15,28%	1.429.520.000	206.772.000.000	0,46	-3,62%	0,74	259.586.000.000
CESP3	25,55	8,27	1,12	6,061	0,00%	0,615	5,93	28,18	-2,05	35,03	14,98	21,51%	73,33%	3,12	2,53%	13,58%	0	7.939.080.000	0,51	-4,45%	2,93	8.909.570.000
CEBR6	20,10	8,32	1,36	4,135	8,55%	0,976	2,00	12,33	2,16	6,30	5,89	33,54%	64,37%	7,28	15,80%	16,35%	166.025	1.065.390.000	0,00	6,84%	-5,63	1.448.850.000
ALUP4	9,53	8,34	1,10	2,264	4,83%	0,295	2,84	3,32	-0,71	6,69	6,27	68,18%	46,47%	2,04	10,12%	13,18%	104.291	8.240.130.000	1,54	-12,31%	3,16	9.061.570.000
AGRO3	22,84	8,36	1,06	1,857	6,81%	0,595	5,23	6,36	-3,66	9,62	7,90	29,21%	22,21%	1,69	9,99%	12,74%	5.647.090	2.202.710.000	0,57	4,58%	2,68	2.345.290.000
MOVI3	5,35	8,37	0,78	0,144	2,87%	0,063	-0,84	0,68	-0,09	6,37	3,68	21,11%	1,72%	0,75	13,59%	9,29%	27.452.600	2.492.490.000	8,22	35,67%	3,29	1.938.320.000
EZTC3	15,43	8,43	0,71	2,185	7,31%	0,527	1,53	12,72	3,30	14,08	12,70	17,18%	27,47%	6,84	4,75%	8,42%	31.176.600	4.804.340.000	0,24	12,12%	1,23	3.409.860.000
AGIN3	5,29	8,46	1,23	1,816	0,00%	0,565	1,29	10,92	3,55	14,68	14,68	16,63%	21,83%	2,72	5,59%	14,56%	0	1.028.210.000	0,55	44,17%	3,76	1.265.880.000
EKTR3	40,03	8,48	3,85	0,831	23,17%	0,646	-54,62	3,62	-1,17	6,66	5,63	22,95%	9,81%	0,96	20,52%	45,45%	0	2.013.000.000	3,61	6,67%	2,57	7.756.170.000
AELP3	1,93	8,49	-200,57	-0,062	0,00%	5,216	0,00	-12,58	0,00	-11,94	-11,98	0,49%	-0,73%	0,00	0,00%	-2.363,83%	0	-904.000	0,00	1,18%	0,64	181.318.000
CPSL3	38,02	8,56	3,49	0,787	0,00%	2,043	7,39	5,79	11,84	5,48	5,48	13,59%	9,20%	1,89	57,15%	40,82%	0	1.634.730.000	0,17	16,21%	-0,31	5.711.250.000
ALUP11	29,40	8,58	1,13	2,328	4,69%	0,304	2,92	3,42	-0,73	6,78	6,36	68,18%	46,47%	2,04	10,12%	13,18%	26.506.100	8.240.130.000	1,54	-12,31%	3,16	9.318.300.000
MULT3	22,63	8,66	2,06	4,563	5,90%	0,928	17,66	6,36	-2,49	8,68	8,07	71,77%	52,70%	1,43	16,56%	23,75%	122.300.000	5.645.520.000	0,96	24,18%	2,16	11.612.900.000
TGMA3	35,43	8,67	2,54	1,119	7,65%	1,759	5,20	6,83	7,67	6,64	6,17	16,39%	12,95%	2,71	33,40%	29,28%	8.587.010	921.409.000	0,19	20,96%	-0,17	2.338.490.000
DIRR3	31,89	8,67	2,75	1,652	10,44%	0,550	1,81	7,70	-1,69	7,73	7,04	21,45%	21,73%	3,03	8,64%	31,67%	56.334.300	2.015.460.000	0,81	20,77%	0,02	5.532.920.000
ALUP3	9,90	8,67	1,14	2,352	4,65%	0,307	2,95	3,45	-0,74	6,82	6,40	68,18%	46,47%	2,04	10,12%	13,18%	60.207	8.240.130.000	1,54	-12,31%	3,16	9.413.390.000
WLMM4	30,89	8,69	1,45	0,360	4,49%	0,857	2,38	6,23	4,14	7,81	7,56	5,78%	4,14%	2,40	15,11%	16,73%	29.372	773.222.000	0,48	28,95%	1,53	1.124.850.000
VULC4	18,00	8,70	2,35	1,627	0,00%	1,657	3,40	9,05	3,98	9,10	7,62	17,98%	18,69%	3,18	21,16%	27,01%	0	2.109.980.000	0,16	26,00%	0,04	4.959.650.000
TMGC12	550,00	8,71	1,12	0,800	0,00%	0,770	4,66	12,27	8,22	10,94	10,94	6,52%	9,18%	1,69	8,73%	12,83%	0	1.167.010.000	0,05	10,49%	-1,33	1.304.600.000
ACES4	94,73	8,74	2,27	1,683	0,00%	1,430	6,37	7,16	20,65	6,50	6,50	23,52%	19,27%	2,05	26,90%	25,95%	0	3.105.800.000	0,09	13,34%	-0,65	7.040.330.000
ACES3	95,27	8,79	2,28	1,693	0,00%	1,438	6,40	7,20	20,77	6,54	6,54	23,52%	19,27%	2,05	26,90%	25,95%	0	3.105.800.000	0,09	13,34%	-0,65	7.080.470.000
CRFB3	7,35	8,84	0,74	0,134	1,29%	0,155	-254,12	3,34	-0,59	5,43	3,90	4,02%	1,68%	1,00	7,16%	8,42%	136.829.000	20.808.000.000	1,20	14,06%	1,51	15.501.600.000
CZRS4	2,49	8,89	0,30	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	3,34%	0	1.145.670.000	0,00	14,44%	""	340.450.000
AFLU5	5,03	8,93	2,14	2,911	0,00%	1,875	9,63	8,32	11,92	7,38	7,05	34,98%	32,59%	3,27	31,18%	23,93%	0	44.270.000	0,00	8,61%	-0,91	94.654.500
EQPA6	8,00	8,94	3,54	1,627	9,49%	0,991	7,23	6,01	-2,95	7,39	6,46	27,07%	18,19%	1,56	22,72%	39,61%	0	4.988.500.000	1,54	15,89%	1,21	17.672.600.000
VIVO3	65,79	8,99	2,69	1,366	0,00%	1,175	-29,21	6,21	-4,74	6,65	6,65	22,01%	15,20%	0,89	23,92%	29,88%	0	9.816.290.000	0,35	13,06%	0,44	26.363.000.000
CNFB4	5,99	9,01	1,57	1,511	0,00%	0,872	3,47	8,27	53,95	10,05	7,85	18,27%	16,77%	2,20	12,01%	17,39%	0	1.552.470.000	0,47	-10,61%	1,39	2.433.530.000
ELPL3	49,32	9,06	1,73	0,474	0,00%	0,336	-2,82	2,98	-0,58	5,07	3,83	15,88%	5,23%	0,65	13,30%	19,10%	0	5.629.270.000	1,39	5,07%	1,58	9.739.070.000
ELET3	40,79	9,07	0,77	2,342	3,11%	0,325	2,87	6,98	-0,91	9,93	7,66	33,55%	25,83%	2,04	5,37%	8,52%	356.969.000	121.863.000.000	0,62	6,55%	2,28	94.106.600.000
POSI3	5,14	9,07	0,45	0,198	8,14%	0,163	0,50	2,73	4,96	5,41	4,45	7,24%	2,31%	1,97	8,23%	4,91%	4.272.580	1.635.830.000	0,78	12,69%	2,21	728.852.000
CSED3	3,59	9,07	0,89	0,510	4,58%	0,286	-20,25	2,99	-0,58	4,06	2,57	17,06%	5,62%	0,93	11,14%	9,81%	1.908.390	1.470.790.000	0,70	9,89%	0,68	1.308.710.000
ITUB4	31,40	9,07	1,68	0,000	7,60%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	18,46%	882.925.000	202.142.000.000	0,00	100,00%	""	338.635.000.000
OFSA3	22,60	9,08	1,61	1,190	13,92%	0,881	2,03	6,86	4,63	7,57	6,24	17,34%	13,11%	3,06	17,12%	17,76%	125.437	756.398.000	0,48	7,46%	0,58	1.219.250.000
AFLU3	5,15	9,15	2,19	2,981	0,00%	1,919	9,86	8,52	12,21	7,57	7,24	34,98%	32,59%	3,27	31,18%	23,93%	0	44.270.000	0,00	8,61%	-0,91	96.912.700
CPRE3	18,23	9,15	2,19	2,981	0,00%	1,006	-22,19	5,21	-2,48	5,42	4,33	57,26%	33,16%	0,74	20,84%	23,93%	0	4.942.940.000	0,21	11,23%	0,17	10.824.700.000
EQPA7	8,24	9,21	3,65	1,676	9,21%	1,021	7,45	6,19	-3,03	7,57	6,62	27,07%	18,19%	1,56	22,72%	39,61%	0	4.988.500.000	1,54	15,89%	1,21	18.202.800.000
HYPE3	19,55	9,23	1,02	1,664	5,98%	0,504	4,52	7,17	-2,14	11,59	9,97	23,21%	17,88%	1,70	7,72%	11,09%	123.097.000	12.096.300.000	0,78	16,01%	3,80	12.383.400.000
MELK3	3,25	9,39	0,55	0,651	34,91%	0,258	0,51	8,33	0,88	7,06	6,72	7,82%	13,30%	2,93	3,85%	5,89%	1.587.820	1.211.560.000	0,30	16,99%	-1,21	670.375.000
JOPA3	21,00	9,44	0,37	0,100	2,06%	0,096	0,28	2,32	1,51	7,25	6,34	4,34%	1,31%	1,88	6,59%	3,92%	263	601.120.000	2,03	7,79%	4,31	222.222.000
BBSE3	41,20	9,47	8,50	0,000	8,99%	3,812	0,00	8,44	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	89,77%	216.680.000	9.695.420.000	0,00	0,00%	""	82.400.000.000
MRSL4	3,05	9,48	0,91	0,816	0,00%	0,609	2,19	15,08	5,80	16,51	8,83	5,41%	8,69%	2,78	4,44%	9,63%	0	375.151.000	0,16	7,10%	0,76	342.375.000
REDE3	6,65	9,51	3,26	0,785	9,12%	0,467	5,99	3,83	-0,93	7,17	5,79	20,47%	11,23%	1,38	14,51%	34,30%	12.442	4.303.730.000	3,66	9,98%	2,70	14.033.600.000
TTEN3	14,50	9,52	1,79	0,563	1,31%	0,813	3,42	5,82	7,75	6,06	5,63	9,68%	5,90%	1,58	24,61%	18,79%	19.236.100	4.037.710.000	0,51	39,85%	0,22	7.225.320.000
YDUQ3	12,04	9,67	1,06	0,617	2,56%	0,332	3,05	3,80	-0,77	9,06	4,64	16,21%	6,38%	1,75	10,05%	10,92%	58.063.400	3.124.960.000	1,79	8,50%	2,69	3.300.030.000
JBSS3	41,94	9,67	2,08	0,223	7,15%	0,369	2,75	3,82	-0,97	7,27	4,90	5,84%	2,57%	1,47	13,68%	21,47%	333.885.000	44.780.900.000	2,67	9,46%	2,33	93.027.800.000
CTWR3	100,00	9,76	56,77	0,317	0,00%	1,141	3,79	-10,64	-142,17	-8,91	-8,91	-2,98%	3,25%	1,45	-21,86%	581,91%	0	879.000	5,52	4,94%	1,72	49.900.000
CGAS3	131,99	9,76	15,43	1,133	15,28%	1,122	10,92	6,06	-1,91	8,69	7,09	18,69%	11,61%	1,44	23,57%	158,09%	9.330	1.133.860.000	8,63	16,13%	2,15	17.491.400.000
VIVO4	71,80	9,81	2,93	1,491	0,00%	1,282	-31,87	6,78	-5,17	7,22	7,22	22,01%	15,20%	0,89	23,92%	29,88%	0	9.816.290.000	0,35	13,06%	0,44	28.771.300.000
ELET6	44,38	9,87	0,84	2,548	8,22%	0,353	3,12	7,60	-0,99	10,55	8,14	33,55%	25,83%	2,04	5,37%	8,52%	63.664.600	121.863.000.000	0,62	6,55%	2,28	102.389.000.000
PATI4	35,00	9,89	1,09	0,397	24,14%	0,518	1,24	7,23	2,35	7,42	6,59	5,49%	4,01%	2,28	13,64%	11,01%	2.827	769.144.000	0,63	4,27%	0,17	837.620.000
CGAS5	133,90	9,90	15,65	1,149	16,56%	1,138	11,08	6,15	-1,93	8,78	7,16	18,69%	11,61%	1,44	23,57%	158,09%	65.378	1.133.860.000	8,63	16,13%	2,15	17.744.600.000
PSSA3	40,68	9,95	1,87	0,746	3,89%	0,549	7,70	0,91	-3,52	0,58	0,57	81,86%	7,63%	1,15	75,32%	18,82%	86.377.300	14.050.800.000	0,00	18,52%	-0,33	26.303.100.000
TCSL4	7,82	9,95	0,83	1,105	0,00%	0,475	8,93	5,69	-2,20	5,61	2,18	19,44%	11,11%	1,34	9,67%	8,33%	0	22.847.800.000	0,14	2,29%	-0,03	18.932.500.000
HAGA3	2,16	10,03	-0,50	0,870	0,00%	0,393	0,75	-13,36	-0,44	0,25	0,54	-6,52%	8,68%	2,43	-10,94%	-5,00%	4.293	-51.312.400	-0,40	-3,82%	29,81	25.704.000
CPLE3	9,51	10,10	1,10	1,252	4,06%	0,494	10,51	7,22	-1,52	10,55	7,68	17,34%	12,36%	1,26	7,72%	10,94%	42.230.700	25.674.700.000	0,67	2,84%	2,43	28.366.500.000
ENAT3	21,64	10,21	1,28	2,588	0,00%	0,452	1,30	29,02	-2,52	31,98	4,64	8,92%	25,34%	3,90	2,94%	12,53%	0	4.487.040.000	1,33	16,27%	0,43	5.742.540.000
MRSL3	3,30	10,25	0,99	0,883	0,00%	0,658	2,37	16,32	6,28	17,74	9,50	5,41%	8,69%	2,78	4,44%	9,63%	0	375.151.000	0,16	7,10%	0,76	370.438.000
DESK3	7,98	10,31	0,69	0,819	0,53%	0,263	4,09	2,72	-0,62	5,56	3,40	30,09%	8,87%	1,53	11,31%	6,65%	2.576.030	1.348.240.000	1,00	62,58%	1,74	924.613.000
PTNT4	7,86	10,31	0,84	0,472	3,44%	0,345	0,92	14,11	5,57	19,05	8,21	3,35%	7,11%	3,02	3,66%	8,19%	39.128	447.252.000	0,95	7,09%	2,13	377.645.000
TRFO3	4,53	10,32	2,58	0,804	0,00%	1,039	4,65	5,52	7,37	5,12	5,12	14,58%	7,80%	1,43	27,63%	25,01%	0	76.165.000	0,26	16,47%	-0,40	196.502.000
BESP3	330,00	10,38	2,47	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	23,77%	0	5.183.100.000	0,00	1,83%	""	12.786.800.000
FLRY3	11,70	10,39	1,21	0,833	8,70%	0,490	2,43	5,27	-1,93	7,78	4,74	15,81%	7,86%	2,51	12,13%	11,65%	42.712.300	5.289.070.000	1,02	27,30%	1,53	6.402.130.000
TCOC4	27,20	10,43	1,26	1,558	0,00%	0,915	2,65	10,14	3,07	7,89	7,89	15,37%	14,93%	2,53	13,98%	12,06%	0	2.812.920.000	0,04	16,71%	-2,25	3.537.850.000
UNIP3	51,32	10,45	2,08	1,069	8,97%	0,817	3,03	9,01	-4,26	10,14	6,76	11,87%	10,26%	2,88	12,73%	19,91%	352.687	2.790.460.000	0,83	4,38%	0,76	5.808.040.000
BRFS3	20,14	10,55	2,25	0,552	3,50%	0,541	3,39	4,98	-2,21	6,26	4,12	11,08%	6,01%	1,48	18,87%	21,30%	175.614.000	15.085.700.000	1,37	10,37%	0,84	33.885.000.000
CPLE11	50,12	10,64	1,16	1,320	0,00%	0,521	11,08	7,61	-1,60	10,94	7,97	17,34%	12,36%	1,26	7,72%	10,94%	0	25.674.700.000	0,67	2,84%	2,43	29.899.700.000
VITT3	5,35	10,65	1,27	1,022	3,16%	0,844	2,18	9,38	2,96	11,42	9,09	10,90%	9,57%	2,67	9,75%	11,90%	1.402.080	634.772.000	0,37	7,87%	1,62	804.180.000
BLAU3	12,90	10,65	1,07	1,319	3,82%	0,678	2,03	6,71	5,58	6,90	6,00	19,66%	12,17%	3,12	13,10%	10,04%	2.725.770	2.163.990.000	0,26	8,27%	0,17	2.314.180.000
TRFO4	4,70	10,70	2,68	0,835	0,00%	1,078	4,82	5,73	7,65	5,33	5,33	14,58%	7,80%	1,43	27,63%	25,01%	0	76.165.000	0,26	16,47%	-0,40	203.877.000
CPLE5	10,11	10,73	1,17	1,331	5,19%	0,526	11,17	7,68	-1,61	11,01	8,02	17,34%	12,36%	1,26	7,72%	10,94%	2.334	25.674.700.000	0,67	2,84%	2,43	30.156.200.000
DMVF3	5,49	10,74	0,31	0,129	0,00%	0,151	3,76	4,19	-0,83	3,91	1,41	3,07%	1,20%	1,14	4,73%	2,88%	492.952	896.712.000	0,04	21,64%	-0,10	277.810.000
SMLS3	22,40	10,78	4,09	4,212	0,00%	1,017	18,78	10,37	-6,72	10,13	9,06	40,62%	39,07%	1,10	10,69%	37,96%	0	679.678.000	0,00	-22,20%	-0,22	2.781.160.000
